comment_id,brand,comment_text,like_count,create_time,platform,user_name,text_length,clean_text,tokenized_text,sentiment_label,sentiment_score,source
7635929423062500114,phuc_long,Pate hơi mặn so với khẩu vị tui,0,2026-05-04 14:06:21,TikTok,samuel_arbol,31,pate hơi mặn so với khẩu vị tui,pate hơi mặn so với khẩu_vị tui,Negative,1.0,manual
7635929178143343381,phuc_long,Pate hơi mặn tí nhưng ngon,0,2026-05-04 14:05:30,TikTok,juancamiloalfonso76,26,pate hơi mặn tí nhưng ngon,pate hơi mặn_tí nhưng ngon,Positive,1.0,manual
7635927937955349268,phuc_long,Sáng ghé mà hết mất tiêu,0,2026-05-04 14:00:30,TikTok,monc.wav_,24,sáng ghé mà hết mất tiêu,sáng ghé mà hết mất tiêu,Neutral,1.0,manual
7635926971809186561,phuc_long,Đang đói mà nhìn cái này thèm quá,0,2026-05-04 13:56:43,TikTok,camilamateus897,33,đang đói mà nhìn cái này thèm quá,đang đói mà nhìn cái này thèm quá,Positive,1.0,manual
7635929622132310785,phuc_long,croissant ở đây tui quay lại mấy lần rồi,0,2026-05-04 14:07:05,TikTok,leslyegu0,40,croissant ở đây tui quay lại mấy lần rồi,croissant ở đây tui quay lại mấy lần rồi,Neutral,1.0,manual
7635929206324921108,phuc_long,Bánh mì giòn rụm nha,0,2026-05-04 14:05:30,TikTok,bin_1n0,20,bánh mì giòn rụm nha,bánh_mì giòn_rụm nha,Neutral,1.0,manual
7635926748181545746,phuc_long,mua mang đi có được không hay phải ăn tại chỗ mới áp dụng,0,2026-05-04 13:55:50,TikTok,jhonnzx_6,57,mua mang đi có được không hay phải ăn tại chỗ mới áp dụng,mua mang đi có được không hay phải ăn tại_chỗ mới áp_dụng,Neutral,1.0,manual
7635923959620043540,phuc_long,hợp mấy hôm vội,0,2026-05-04 13:45:11,TikTok,karma_annmt,15,hợp mấy hôm vội,hợp mấy hôm vội,Neutral,1.0,manual
7635929459347063573,phuc_long,Có áp dụng cuối tuần k vậy,0,2026-05-04 14:06:32,TikTok,cubillos18_,26,có áp dụng cuối tuần không vậy,có áp_dụng cuối tuần không vậy,Neutral,1.0,manual
7635928749410550544,phuc_long,sáng mai phải đi sớm mới đc,0,2026-05-04 14:03:41,TikTok,696.yalxx,27,sáng mai phải đi sớm mới được,sáng_mai phải đi sớm mới được,Neutral,1.0,manual
7635924619320427271,phuc_long,chưa thử bánh mì mà nước ngon kk,0,2026-05-04 13:47:32,TikTok,nezquik._1,32,chưa thử bánh mì mà nước ngon kk,chưa thử bánh_mì mà nước ngon kk,Positive,1.0,manual
7632217077595652871,phuc_long,biết mai ăn gì rồi đó,0,2026-04-24 14:00:26,TikTok,hoangtuxaco_,21,biết mai ăn gì rồi đó,biết mai_ăn gì rồi đó,Neutral,1.0,manual
7614510228919616272,phuc_long,đà lạt k thấy z,0,2026-03-07 20:48:47,TikTok,linlindin,15,đà lạt không thấy vậy,đà lạt không thấy vậy,Neutral,1.0,manual
7614498838507193096,phuc_long,không có trên app nhơt,0,2026-03-07 20:04:39,TikTok,trucly.1747,22,không có trên app nhơt,không có trên app nhơt,Neutral,1.0,manual
7614443145070674705,phuc_long,Uầy xinh thế,0,2026-03-07 16:28:35,TikTok,ntndung,12,uầy xinh thế,uầy xinh_thế,Positive,1.0,manual
7614446436738515732,phuc_long,Mua bnhiu đc ly vậy ạh,0,2026-03-07 16:41:19,TikTok,nngoc190919,22,mua bnhiu được ly vậy ạh,mua bnhiu được ly vậy ạh,Neutral,1.0,manual
7614454546035475220,phuc_long,Mua như thế nào mới được bạn ơi,0,2026-03-07 17:12:46,TikTok,dantakao,31,mua như thế nào mới được bạn ơi,mua như_thế_nào mới được bạn ơi,Neutral,1.0,manual
7614425647108490004,phuc_long,Chưa thấy bán trên app :(,0,2026-03-07 15:20:38,TikTok,conmeo.1197,25,chưa thấy bán trên app,chưa thấy bán trên app,Neutral,1.0,manual
7614434142965334801,phuc_long,Mỹ tho có k ạ,0,2026-03-07 15:53:42,TikTok,ttbae.1609,13,mỹ tho có không ạ,mỹ_tho có không ạ,Neutral,1.0,manual
7614330319840559889,phuc_long,Ko thấy trên app,0,2026-03-07 09:10:46,TikTok,tam.bang,16,không thấy trên app,không thấy trên app,Neutral,1.0,manual
7614135901468148501,phuc_long,Xinh mấy bà ơi 🥰,2,2026-03-06 20:36:17,TikTok,trantranneff,16,xinh mấy bà ơi,xinh mấy bà ơi,Positive,1.0,manual
7614138569113764616,phuc_long,Chọn màu dc ko,0,2026-03-06 20:46:33,TikTok,gocchillpingpong,14,chọn màu được không,chọn màu được không,Neutral,1.0,manual
7614429176644813586,phuc_long,Phuc long ten lửa mới uống hết buồn hiu luôn,0,2026-03-07 15:34:17,TikTok,cherry.1993_1993,44,phuc long ten lửa mới uống hết buồn hiu luôn,phuc long ten lửa mới uống hết buồn_hiu luôn,Negative,1.0,manual
7625574365833102098,phuc_long,mua nước gì cũng đc hả phúc long,0,2026-04-06 16:23:20,TikTok,thaong67820349191,32,mua nước gì cũng được hả phúc_long,mua nước gì cũng được hả phúc_long,Neutral,1.0,manual
7636441478444925716,phuc_long,trà ngon đậm vị,0,2026-05-05 23:13:16,TikTok,thanhhangmap,15,trà ngon đậm vị,trà ngon đậm_vị,Positive,1.0,manual
7636388581469012756,phuc_long,tuyệt,0,2026-05-05 19:48:03,TikTok,quang.minh4671,5,tuyệt,tuyệt,Positive,1.0,manual
7632341746928124692,phuc_long,Tuyệt,1,2026-04-24 22:04:13,TikTok,anhkysuu,5,tuyệt,tuyệt,Positive,1.0,manual
7602658587802190600,phuc_long,nể quả ship cái ly không qua thiệt 🤣,4,2026-02-03 22:18:20,TikTok,chuntinn99,36,nể quả ship cái ly không qua thiệt,nể quả ship cái ly không qua thiệt,Neutral,1.0,manual
7602863406333526805,phuc_long,Bên hết người có năng lực làm quản lý hả,0,2026-02-04 11:33:21,TikTok,teamtnb,40,bên hết người có năng lực làm quản lý hả,bên hết người có năng_lực làm quản_lý hả,Neutral,1.0,manual
7602670512640148245,phuc_long,BỎ THẠCH CHO NGƯỜI TA KÌA BÀ,3,2026-02-03 23:04:35,TikTok,trucphapan,28,bỏ thạch cho người ta kìa bà,bỏ thạch cho người ta kìa bà,Neutral,1.0,manual
7473765986735719186,highlands,Bữa giới thiệu món mới kêu thử ly dừa môn nó ngán mà nó ngấy 😳😳,0,2025-02-21 14:09:17,TikTok,tsinyourarea,63,bữa giới thiệu món mới kêu thử ly dừa môn nó ngán mà nó ngấy,bữa giới_thiệu món mới kêu thử_ly dừa môn nó ngán mà nó ngấy,Negative,1.0,manual
7475075394041152264,highlands,giữ lại dừa môn giúp tuii,0,2025-02-25 02:50:47,TikTok,tuitenwuan06,25,giữ lại dừa môn giúp tuii,giữ lại dừa môn giúp tuii,Neutral,1.0,manual
7475319064702075666,highlands,Xin ct với ạ 😂,0,2025-02-25 18:36:01,TikTok,donstayloveme,14,xin ct với ạ,xin ct với ạ,Neutral,1.0,manual
7475023042973352722,highlands,Trời ơi vị phindi matcha dâu gớm quá trời 😂 rén ngang ko dám thử nốt vị kia á,1,2025-02-24 23:27:19,TikTok,hannahnguyen2411,77,trời ơi vị phindi matcha dâu gớm quá trời rén ngang không dám thử nốt vị kia á,trời ơi_vị phindi matcha dâu_gớm quá trời rén ngang không dám thử nốt_vị kia á,Negative,1.0,manual
7475355918722630407,highlands,Không tim mặt nổi mụn🥺🗽⃢⃢🗿,1,2025-02-25 20:59:05,TikTok,_cuong.yeu.thu_,26,không tim mặt nổi mụn,không tim mặt nổi mụn,Neutral,1.0,manual
7464447983137964807,highlands,Cờ roi sừng 🥲 Im dying,37,2025-01-27 11:30:57,TikTok,long.capricorn,22,cờ roi sừng im dying,cờ roi sừng_im dying,Neutral,1.0,manual
7470527744439894802,highlands,Kem muối này có thể oder mai về đc không ạ,1,2025-02-12 20:43:18,TikTok,t_22th10,42,kem muối này có thể oder mai về được không ạ,kem muối này có_thể oder_mai về được không ạ,Neutral,1.0,manual
7567732316668445441,highlands,Ủa kem đó mua riêng ko mua nước được ko ạ,0,2025-11-01 19:26:37,TikTok,cetnrdsngl25,41,ủa kem đó mua riêng không mua nước được không ạ,ủa kem đó mua riêng không mua nước được không ạ,Neutral,1.0,manual
7471383225345278738,highlands,đề nghị đưa lên app be,0,2025-02-15 04:03:12,TikTok,ngochann30.5,22,đề nghị đưa lên app be,đề_nghị đưa lên app be,Neutral,1.0,manual
7458235302826967826,highlands,team mê đồ béo đã thấy và thèm,7,2025-01-10 17:42:25,TikTok,lilytran_8082,30,team mê đồ béo đã thấy và thèm,team mê đồ_béo đã thấy và thèm,Positive,1.0,manual
7461507962755580680,highlands,Bảo vệ môi trường đi,0,2025-01-19 13:22:06,TikTok,thi.gian348,20,bảo vệ môi trường đi,bảo_vệ môi_trường đi,Neutral,1.0,manual
7461075266691056402,highlands,thịt mèo chấm kem mặn đi😅,0,2025-01-18 09:23:12,TikTok,deomamay59,25,thịt mèo chấm kem mặn đi,thịt mèo chấm kem mặn đi,Negative,1.0,manual
7524169462338257672,highlands,như Nhật hoàng,19,2025-07-07 10:00:26,TikTok,lee.na2011,14,như nhật hoàng,như nhật_hoàng,Neutral,1.0,manual
7530925970145231623,highlands,Team thích uống trà sen vàng,2,2025-07-25 14:59:08,TikTok,hoangnhatanh007,28,team thích uống trà sen vàng,team thích uống trà_sen vàng,Positive,1.0,manual
7525509483222991623,highlands,Nhìn giống hurry khang ấy,1,2025-07-11 00:40:26,TikTok,hoang16082005nguyen,25,nhìn giống hurry khang ấy,nhìn giống hurry khang ấy,Neutral,1.0,manual
7523975807548932882,highlands,đang ngồi trong quán,1,2025-07-06 21:28:58,TikTok,nhan0382,20,đang ngồi trong quán,đang ngồi trong quán,Neutral,1.0,manual
7536812360909701895,highlands,nào có cà phê đun dừa nói em,0,2025-08-10 11:41:22,TikTok,tofutofuyo1,28,nào có cà phê đun dừa nói em,nào có cà_phê đun dừa nói em,Neutral,1.0,manual
7524020218839892737,highlands,Freeze dừa ngon nha bây,2,2025-07-07 00:21:25,TikTok,dyne2312,23,freeze dừa ngon nha bây,freeze dừa ngon_nha bây,Positive,1.0,manual
7527193283681305345,highlands,Cần Highlands thêm kem muối cho Trà Sen Vàng nha🥰🥰,1,2025-07-15 13:34:27,TikTok,_mi.tt_,50,cần highlands thêm kem muối cho trà sen vàng nha,cần highlands thêm kem muối cho trà_sen vàng nha,Neutral,1.0,manual
7524417881708937991,highlands,còn ko ạ,2,2025-07-08 02:04:34,TikTok,tuenguyen12601,8,còn không ạ,còn không ạ,Neutral,1.0,manual
7611066916719231751,highlands,quan quen quà,0,2026-02-26 14:07:00,TikTok,hai.ngochai6,13,quan quen quà,quan quen quà,Neutral,1.0,manual
7608830854445597448,highlands,tìm bộ đồ mãi k thấy a c nào có link cho e với ạ,0,2026-02-20 13:29:53,TikTok,nbam123,48,tìm bộ đồ mãi không thấy a c nào có link cho e với ạ,tìm bộ_đồ mãi không thấy a_c nào có link cho e với ạ,Neutral,1.0,manual
7544603960587764487,highlands,hết ăn thịt chó à,1,2025-08-31 11:36:46,TikTok,higklgj14.trn.b.m,17,hết ăn thịt chó à,hết ăn thịt chó à,Neutral,1.0,manual
7543605545015231250,highlands,a nhận pr đc bao nhiêu linh thạch vậy,1,2025-08-28 19:02:21,TikTok,moa.nhin.cc,37,a nhận pr được bao nhiêu linh thạch vậy,a nhận pr được bao_nhiêu linh_thạch vậy,Neutral,1.0,manual
7544697089911358228,highlands,Uống mỗi freeze trà xanh,1,2025-08-31 17:38:09,TikTok,useraex38q8zmh,24,uống mỗi freeze trà xanh,uống mỗi freeze trà xanh,Neutral,1.0,manual
7544623363342058260,highlands,freeze trà xanh ngon mà bây,1,2025-08-31 12:52:04,TikTok,26_07_2012nhii,27,freeze trà xanh ngon mà bây,freeze trà xanh ngon mà bây,Positive,1.0,manual
7543635662592803602,highlands,khi nào ipo đây highland ơi,1,2025-08-28 20:59:15,TikTok,lanemonehp1411,27,khi nào ipo đây highland ơi,khi nào ipo đây highland ơi,Neutral,1.0,manual
7543857304010801921,highlands,đáng nhớ nhất là lần uống Matcha mochi 🥰,1,2025-08-29 11:19:23,TikTok,thangphamgmail.com,40,đáng nhớ nhất là lần uống matcha mochi,đáng nhớ nhất là lần uống matcha mochi,Positive,1.0,manual
7526780839579075345,highlands,món này ngon lắm á ngon mún xỉu,2,2025-07-14 10:53:59,TikTok,lyol_0,31,món này ngon lắm á ngon mún xỉu,món này ngon lắm á ngon_mún xỉu,Positive,1.0,manual
7528075714639545106,highlands,hay,1,2025-07-17 22:38:42,TikTok,_dwcanhh_,3,hay,hay,Neutral,1.0,manual
7527529551925871367,highlands,ước đc rep😁,1,2025-07-16 11:19:18,TikTok,.duong74,11,ước được rep,ước được rep,Neutral,1.0,manual
7527554287481799442,highlands,Một lòng với freeze chocolate 😭,7,2025-07-16 12:55:19,TikTok,_dqo.hqn_,31,một lòng với freeze chocolate,một_lòng với freeze chocolate,Neutral,1.0,manual
7526078299056161544,highlands,Mai đi thử =)),1,2025-07-12 13:27:41,TikTok,liliancen,14,mai đi thử,mai đi thử,Neutral,1.0,manual
7531314315154293505,highlands,Thèm ghê mà vô trúng cơ sở hết đường kiêng đành bỏ về hazz,1,2025-07-26 16:06:17,TikTok,entzhu,58,thèm ghê mà vô trúng cơ sở hết đường kiêng đành bỏ về hazz,thèm ghê mà vô_trúng cơ_sở hết đường kiêng đành bỏ về hazz,Positive,1.0,manual
7573993867413766920,highlands,ngon,5,2025-11-18 16:24:39,TikTok,thanh.vn.139.shop,4,ngon,ngon,Positive,1.0,manual
7551394423947608840,highlands,Puka nay lạ quá,87,2025-09-18 18:47:10,TikTok,phongvan3689,15,puka nay lạ quá,puka nay lạ quá,Neutral,1.0,manual
