comment_id,brand,comment_text,like_count,create_time,platform,clean_text,tokenized_text,processed_text,topic,ai_sentiment,ai_sentiment_confidence,ai_topic,human_sentiment
Y29tbWVudDoxMzU5OTY1NTcyODIzMTE1XzEyNjU5ODIwMTE3MjkwMDM=,highlands,Có ai thử vị này chưa,0,2026-03-29 12:28:20,Facebook,có ai thử vị này chưa,có ai thử_vị này chưa,thử_vị,0,NEU,0.85,Hương vị/Chất lượng đồ uống,
Y29tbWVudDo5NDY5ODg2NjgwMjk5OTRfOTAzNTk3NTc2MDEyMjA3,katinat,Món mới t còn chưa kịp uống 😌,0,2026-04-13 14:56:40,Facebook,món mới tao còn chưa kịp uống,món mới tao còn chưa kịp uống,kịp uống,0,NEU,0.85,Khác/Chung,
Y29tbWVudDo5NTA1NDQ4MTQzNDEwNDZfMTg3MjM2Mjg3NjgwOTM2OQ==,katinat,Cơ sở nào thì có cốc này bạnv,0,2026-04-19 02:43:03,Facebook,cơ sở nào thì có cốc này bạnv,cơ_sở nào thì có cốc này bạnv,cơ_sở cốc bạnv,0,NEU,0.9,Dịch vụ/Cửa hàng,
7366982817425449984,highlands,Ịbhjkkddkhejwbđnnctren kw dcs,0,2024-05-09 19:56:08,TikTok,ịbhjkkddkhejwbđnnctren kw dcs,ịbhjkkddkhejwbđnnctren kw dcs,ịbhjkkddkhejwbđnnctren kw dcs,0,NEU,0.85,Khác/Chung,
7305661759938129920,highlands,Tuần uốg 3 lần rồi đó..,0,2023-11-26 13:59:06,TikTok,tuần uốg 3 lần rồi đó..,tuần uốg 3 lần rồi đó ..,uốg 3 ..,0,NEU,0.85,Khác/Chung,
7641130284528509952,phuc_long,Cho xin gợi ý món nước uống kèm bữa sáng với.,0,2026-05-18 14:28:17,TikTok,cho xin gợi ý món nước uống kèm bữa sáng với.,cho xin gợi_ý món nước uống kèm bữa sáng với .,xin gợi_ý uống kèm bữa .,0,NEU,0.85,Khác/Chung,
7256221003469070336,highlands,Hôm nào chẳng uống,0,2023-07-16 08:23:37,TikTok,hôm nào chẳng uống,hôm nào chẳng uống,hôm chẳng uống,0,NEU,0.85,Khác/Chung,
7217135799580749824,highlands,🥺dở ạ. Sáng mới ún 😓 vẫn thạch đào & phidi hạnh nhân là chân ái,8,2023-04-02 00:33:27,TikTok,dở ạ. sáng mới uống vẫn thạch đào phidi hạnh nhân là chân ái,dở ạ . sáng mới uống vẫn thạch_đào phidi hạnh_nhân là chân_ái,dở . uống thạch_đào phidi hạnh_nhân chân_ái,0,NEG,0.75,Khác/Chung,
7524169462338249728,highlands,như Nhật hoàng,19,2025-07-07 10:00:26,TikTok,như nhật hoàng,như nhật_hoàng,nhật_hoàng,0,NEU,0.85,Khác/Chung,
7530925970145229824,highlands,Team thích uống trà sen vàng,2,2025-07-25 14:59:08,TikTok,team thích uống trà sen vàng,team thích uống trà_sen vàng,team thích uống trà_sen vàng,0,POS,0.9,Khác/Chung,
cab7b97fc917be581000,highlands,Giới thiệu về mối quan hệ hợp tác này:,0,2026-04-20 03:06:25,Facebook,giới thiệu về mối quan hệ hợp tác này,giới_thiệu về mối quan_hệ hợp_tác này,giới_thiệu mối quan_hệ hợp_tác,0,NEU,0.85,Khác/Chung,
221f00aa346eba99acd9,phuc_long,Ngo Hong LamLy Deng có rồi,0,2026-04-26 03:00:33,Facebook,ngo không lamly deng có rồi,ngo không lamly deng có rồi,ngo lamly deng,0,NEU,0.85,Dịch vụ/Cửa hàng,
7414458544689569792,highlands,ở rg cx có mà pk,2,2024-09-14 18:26:00,TikTok,ở rg cũng có mà pk,ở rg cũng có mà pk,ở rg pk,0,NEU,0.85,Khác/Chung,
7485248620095859712,highlands,@Chip 🌷 quán này này💗💗💗,1,2025-03-24 12:47:57,TikTok,quán này này,quán này này,,0,NEU,0.85,Dịch vụ/Cửa hàng,
7381507078684850176,highlands,li giữa dở lắm đừng uống nha ae,1,2024-06-17 23:17:32,TikTok,li giữa dở lắm đừng uống nha anh em,li giữa dở lắm đừng uống nha anh_em,li giữa dở đừng uống anh_em,0,NEG,0.95,Khác/Chung,
1848c8e8776c496f15d7,phuc_long,- 01 Thức uống size L (**),0,2026-04-21 13:01:44,Facebook,01 thức uống size l,01 thức uống size l,01 thức uống size l,0,NEU,0.85,Khác/Chung,
7486887078983180288,katinat,"Ai uống rồi cho mình hỏi có tanh ko ạ 🥲 , tanh mình uống k dc 🥲",4,2025-03-28 22:45:49,TikTok,"ai uống rồi cho mình hỏi có tanh không ạ , tanh mình uống không được","ai uống rồi cho mình hỏi có tanh không ạ , tanh mình uống không được","uống hỏi tanh , tanh uống",0,NEG,0.9,Hương vị/Chất lượng đồ uống,
7265299306432159744,highlands,Uống xog cười 24h=)),1,2023-08-09 19:32:04,TikTok,uống xog cười 24h,uống xog cười 24 h,uống xog cười 24 h,0,NEU,0.85,Khác/Chung,
7609554397329290240,highlands,"Chất lượng đồ uống không ổn định, mỗi lần một vị khác nhau",0,2026-02-22 12:17:48,TikTok,"chất lượng đồ uống không ổn định, mỗi lần một vị khác nhau","chất_lượng đồ uống không ổn_định , mỗi lần một vị khác nhau","chất_lượng uống ổn_định , mỗi vị khác nhau",0,NEG,0.8,Hương vị/Chất lượng đồ uống,
7413601563871460352,highlands,ở đâu vậy mn 🥰,1,2024-09-12 11:00:31,TikTok,ở đâu vậy mọi người,ở đâu vậy mọi người,ở,0,NEU,0.9,Dịch vụ/Cửa hàng,
7487269726110220288,katinat,"đồ uống của katinat quá ngọt luôn ấy , lần nào đi uống cũng bắt giảm 30/50 có khi 70 luôn mà vẫn ngọt lợ , khó uống cực",0,2025-03-29 23:30:56,TikTok,"đồ uống của katinat quá ngọt luôn ấy , lần nào đi uống cũng bắt giảm 30 50 có khi 70 luôn mà vẫn ngọt lợ , khó uống cực","đồ uống của katinat quá ngọt luôn ấy , lần nào đi uống cũng bắt giảm 30 50 có_khi 70 luôn mà vẫn ngọt_lợ , khó uống cực","uống ngọt ấy , uống bắt giảm 30 50 có_khi 70 ngọt_lợ , khó uống cực",0,NEG,0.9,Hương vị/Chất lượng đồ uống,
7560022748816629760,highlands,"Trà quả mọng thì nhưng, bán quả mơ mận này uống dở tàn canh. Mà đó giờ gu t mơ mận xí muội đồ đó mà uống k vô",1,2025-10-12 00:49:36,TikTok,"trà quả mọng thì nhưng, bán quả mơ mận này uống dở tàn canh. mà đó giờ gu tao mơ mận xí muội đồ đó mà uống không vô","trà quả mọng thì nhưng , bán quả mơ_mận này uống dở tàn_canh . mà đó giờ gu tao mơ mận_xí muội đồ đó mà uống không vô","trà quả mọng , bán quả mơ_mận uống dở tàn_canh . giờ gu mơ mận_xí muội uống vô",0,NEG,0.75,Khác/Chung,
7221130059611859968,highlands,uống thấy phí tiền thật sự,7,2023-04-12 18:53:01,TikTok,uống thấy phí tiền thật sự,uống thấy phí tiền thật_sự,uống phí tiền thật_sự,0,NEG,0.95,Giá cả/Khuyến mãi,
7303536673319870464,highlands,Uống thì dờ. Quảng cáo hoài 😂,0,2023-11-20 20:32:37,TikTok,uống thì dờ. quảng cáo hoài,uống thì dờ . quảng_cáo hoài,uống dờ . quảng_cáo hoài,0,NEU,0.85,Khác/Chung,
7258907768001590272,highlands,cho một ly tocotoco đi 😂,0,2023-07-23 14:09:45,TikTok,cho một ly tocotoco đi,cho một ly_tocotoco đi,ly_tocotoco,0,NEU,0.85,Dịch vụ/Cửa hàng,
7539912535522190336,highlands,"quá mình có đường dành cho bầu ko ạ , muốn uống mà sợ ngọt😂",1,2025-08-18 20:11:37,TikTok,"quá mình có đường dành cho bầu không ạ , muốn uống mà sợ ngọt","quá mình có đường dành cho bầu không ạ , muốn uống mà sợ ngọt","đường dành bầu , muốn uống sợ ngọt",0,NEU,0.85,Hương vị/Chất lượng đồ uống,
Y29tbWVudDoxMzkxMTM2ODE5NzA1OTkwXzkyNzg2NzY1Njc0MTk4MA==,highlands,"Matchaphididâu Huỳnh Quý, Huỳnh Hồng Loan",0,2026-05-04 15:45:39,Facebook,"matchaphididâu huỳnh quý, huỳnh hồng loan","matchaphididâu huỳnh_quý , huỳnh_hồng_loan","matchaphididâu huỳnh_quý , huỳnh_hồng_loan",0,NEU,0.85,Khác/Chung,
7442958384960530432,highlands,tộp ping tộp ping🤣,0,2024-11-30 13:40:01,TikTok,tộp ping tộp ping,tộp ping tộp ping,tộp ping tộp ping,0,NEU,0.85,Khác/Chung,
7637542149529509888,highlands,chịu Highland luôn,0,2026-05-08 22:24:23,TikTok,chịu highland luôn,chịu highland luôn,chịu highland,0,NEU,0.85,Khác/Chung,
Y29tbWVudDo5NTg4ODg2ODAxNzMzMjZfMTM0NTQwNDM0MDc2NDIyMw==,katinat,#KATINAT #DetGamVocTuHao Bạch TràNgô Thị Thu TrangTô Tô,0,2026-04-30 05:20:19,Facebook,bạch tràngô thị thu trangtô tô,bạch_tràngô thị_thu trangtô tô,bạch_tràngô thị_thu trangtô tô,0,NEU,0.85,Khác/Chung,
7301285259446370304,highlands,@Panhng:0 t tức ak,0,2023-11-14 18:56:04,TikTok,0 tao tức à,0 tao tức à,0 tức à,0,NEU,0.85,Khác/Chung,
7deec6c607264b670fa0,phuc_long,"Có thể nào trả lại cái ống nhựa hk dị, ống giấy hút 2 hớp là giấy nó mềm xèo, h đi ún là phải xách theo ống hút nhựa để ún",0,2026-04-11 02:58:59,Facebook,"có thể nào trả lại cái ống nhựa hk dị, ống giấy hút 2 hớp là giấy nó mềm xèo, h đi uống là phải xách theo ống hút nhựa để uống","có_thể nào trả lại cái ống nhựa hk_dị , ống giấy hút 2 hớp là giấy nó mềm_xèo , h đi uống là phải xách theo ống hút nhựa để uống","có_thể trả ống nhựa hk_dị , ống giấy hút 2 hớp giấy mềm_xèo , h uống phải xách ống hút nhựa uống",0,NEU,0.85,Giá cả/Khuyến mãi,
7139384151128800256,phuc_long,quán đến để uống nước❎ quán đến để bỏ tiền làm phục vụ cho quán ✅,3,2022-09-04 11:57:00,TikTok,quán đến để uống nước quán đến để bỏ tiền làm phục vụ cho quán,quán đến để uống nước quán đến để bỏ tiền làm phục_vụ cho quán,đến uống đến bỏ tiền phục_vụ,0,NEU,0.85,Giá cả/Khuyến mãi,
7544013101235139584,highlands,Đi uống katinat cho rooif😂,1,2025-08-29 21:23:50,TikTok,đi uống katinat cho rooif,đi uống katinat cho rooif,uống rooif,0,NEU,0.85,Khác/Chung,
7233762745641090048,highlands,Nhờ quảng cáo này nên mình không uống highland nữa,5,2023-05-16 19:54:04,TikTok,nhờ quảng cáo này nên mình không uống highland nữa,nhờ quảng_cáo này nên mình không uống highland nữa,nhờ quảng_cáo uống highland,0,NEU,0.85,Khác/Chung,
7235030936261550080,highlands,Htrc uống bên vc phạm ngọc thạch,6,2023-05-20 05:55:26,TikTok,htrc uống bên vc phạm ngọc thạch,htrc uống bên vc_phạm ngọc_thạch,htrc uống bên vc_phạm ngọc_thạch,0,NEU,0.85,Khác/Chung,
7362917931950399488,highlands,mik uống cả 2 món r nha. Tuyệt vời !😁🥰,0,2024-04-28 21:02:06,TikTok,mik uống cả 2 món rồi nha. tuyệt vời !,mik uống cả 2 món rồi nha . tuyệt_vời !,mik uống 2 . tuyệt_vời !,0,POS,0.9,Giá cả/Khuyến mãi,
7441182822864289792,highlands,Nghe xong mai t phải đi mua cafe sữa highland uống mới dc,0,2024-11-25 18:49:54,TikTok,nghe xong mai tao phải đi mua cafe sữa highland uống mới được,nghe xong mai tao phải đi mua cafe sữa highland uống mới được,nghe mai phải mua cafe sữa highland uống,0,NEU,0.85,Khác/Chung,
Y29tbWVudDo5NjgwNjc3MTkyNTU0MjJfMTYzNDQ4MzYwNzYyNDY5Mw==,katinat,Tui tự làm uống trước nghen ad.,2,2026-05-11 02:51:48,Facebook,tui tự làm uống trước nghen ad.,tui tự làm uống trước nghen ad .,uống nghen ad .,0,NEU,0.85,Khác/Chung,
7300880005985810432,highlands,tao uống nhiều mà rút ra dc bài học chỉ có tù mới tự phục vụ...! chai nước khoáng 25k lậy hồn,0,2023-11-13 16:43:23,TikTok,tao uống nhiều mà rút ra được bài học chỉ có tù mới tự phục vụ.! chai nước khoáng 25k lậy hồn,tao uống nhiều mà rút ra được bài_học chỉ có tù mới tự_phục_vụ . ! chai nước_khoáng 25 k lậy_hồn,uống rút bài_học tù tự_phục_vụ . ! chai nước_khoáng 25 k lậy_hồn,0,NEG,0.9,Giá cả/Khuyến mãi,
7542181909067429888,highlands,HL OK nhầt mình hay uống,0,2025-08-24 22:57:54,TikTok,hl ok nhầt mình hay uống,hl ok nhầt mình hay uống,hl ok nhầt uống,0,NEU,0.85,Giá cả/Khuyến mãi,
7356534690968680448,highlands,vừa uống xong kk,0,2024-04-11 16:11:55,TikTok,vừa uống xong kk,vừa uống xong kk,uống kk,0,NEU,0.85,Khác/Chung,
7487103382915709952,katinat,@Coconut🥥🥥 bé uống chưa ạaa,0,2025-03-29 12:45:22,TikTok,bé uống chưa ạaa,bé uống chưa ạaa,bé uống ạaa,0,NEU,0.85,Khác/Chung,
7614443145070669824,phuc_long,Uầy xinh thế,0,2026-03-07 16:28:35,TikTok,uầy xinh thế,uầy xinh_thế,uầy xinh_thế,0,POS,0.9,Khác/Chung,
7621444183446190080,katinat,mik xin ko uống chỗ này nx🥰,0,2026-03-26 13:16:08,TikTok,mik xin không uống chỗ này nx,mik xin không uống chỗ này nx,mik xin uống chỗ nx,0,NEU,0.85,Giá cả/Khuyến mãi,
7577377676789869568,katinat,"Muốn có chi nhánh ở Khánh Hoà để uống thử với thử bóc có trúng sít rịt kh nữa, tiếc cái kh có chi khánh ở Khánh Hoà đâu hết 😭",0,2025-11-27 19:15:30,TikTok,"muốn có chi nhánh ở khánh hoà để uống thử với thử bóc có trúng sít rịt không nữa, tiếc cái không có chi khánh ở khánh hoà đâu hết","muốn có chi_nhánh ở khánh_hòa để uống thử với thử bóc có trúng sít_rịt không nữa , tiếc cái không có chi_khánh ở khánh_hòa đâu hết","muốn chi_nhánh ở khánh_hòa uống bóc trúng sít_rịt , tiếc chi_khánh ở khánh_hòa hết",0,NEU,0.9,Dịch vụ/Cửa hàng,
7487791454150370304,katinat,hoan hi don nhan tai loc,0,2025-03-31 09:15:38,TikTok,hoan hi don nhan tai loc,hoan hi_don nhan_tai loc,hoan hi_don nhan_tai loc,0,NEU,0.85,Khác/Chung,
7635929872481349632,phuc_long,nhìn phát thèm luôn á,0,2026-05-04 14:07:58,TikTok,nhìn phát thèm luôn á,nhìn phát_thèm luôn á,phát_thèm á,0,POS,0.9,Khác/Chung,
6c1c25f6db783067cbbd,highlands,Đc quá í nhò,0,2026-03-22 13:00:31,Facebook,được quá í nhò,được quá í nhò,í nhò,0,NEU,0.85,Khác/Chung,
7473487062680019968,highlands,Ngọt thì thôi r. Uống k hết đc cốc cơ,0,2025-02-20 20:06:55,TikTok,ngọt thì thôi rồi. uống không hết được cốc cơ,ngọt thì thôi rồi . uống không hết được cốc cơ,ngọt . uống hết cốc,0,NEG,0.95,Hương vị/Chất lượng đồ uống,
7474949379960840192,highlands,đừng uống phindi matcha dâu nha mn🥲🥲🥲,0,2025-02-24 18:41:30,TikTok,đừng uống phindi matcha dâu nha mọi người,đừng uống phindi matcha dâu_nha mọi người,đừng uống phindi matcha dâu_nha,0,NEG,0.95,Khác/Chung,
7564406727434430464,katinat,ê í là đang hay 🤨😤,23,2025-10-23 20:21:36,TikTok,ê í là đang hay,ê_í là đang hay,ê_í,0,NEU,0.85,Khác/Chung,
7566269605673769984,katinat,Katinat tốt bụng quá đi 🥰🥰🥰,2,2025-10-28 20:50:35,TikTok,katinat tốt bụng quá đi,katinat tốt_bụng quá đi,tốt_bụng,0,POS,0.9,Khác/Chung,
Y29tbWVudDoxMzU2NDg5ODE5ODM3MzU3XzMzNjgxMzkyMTAwMjYwMzU=,highlands,Còn ko ak,0,2026-03-27 02:15:27,Facebook,còn không à,còn không à,à,0,NEU,0.85,Khác/Chung,
7452157847520239616,katinat,Để nước đá có tươm nước không mọi người,0,2024-12-25 08:38:51,TikTok,để nước đá có tươm nước không mọi người,để nước_đá có tươm nước không mọi người,nước_đá tươm,0,NEU,0.85,Khác/Chung,
f14e8e71003d4c59422e,phuc_long,Trinh LêTrúng đc cả câu thơ,0,2026-05-08 12:00:45,Facebook,trinh lêtrúng được cả câu thơ,trinh_lêtrúng được cả câu_thơ,trinh_lêtrúng câu_thơ,0,NEU,0.85,Khác/Chung,
7486890396254350336,katinat,thuyệt hôm boà 😳😳,1,2025-03-28 22:58:44,TikTok,thuyệt hôm boà,thuyệt hôm boà,thuyệt hôm boà,0,NEU,0.85,Khác/Chung,
7538997939550919680,highlands,Đang uống luôn:))).,1,2025-08-16 09:02:34,TikTok,đang uống luôn .,đang uống luôn .,uống .,0,NEU,0.85,Khác/Chung,
4dba089813194cf486cb,highlands,Mềnh chệu luông,0,2026-05-12 01:00:06,Facebook,mềnh chệu luông,mềnh chệu luông,mềnh chệu luông,0,NEU,0.85,Khác/Chung,
7349805855993799680,highlands,Có hứng làm deadline thiệt kzay ??,2,2024-03-24 13:00:43,TikTok,có hứng làm deadline thiệt kzay ??,có hứng làm deadline thiệt_kzay ? ?,hứng deadline thiệt_kzay ? ?,0,NEU,0.9,Hỏi đáp thông tin,
7476347914785349632,highlands,@Tứn Mê Mèow 🐱 bữa ún ròi thấy sao bạn :)) @Hoàng Sang kkk,0,2025-02-28 13:08:30,TikTok,mê mèow bữa uống ròi thấy sao bạn sang k,mê mèow bữa uống ròi thấy sao bạn sang k,mê mèow bữa uống ròi sang k,0,POS,0.9,Khác/Chung,
7544431973211089920,highlands,t bắt giày,0,2025-08-31 00:29:22,TikTok,tao bắt giày,tao bắt giày,bắt giày,0,NEU,0.85,Khác/Chung,
7056598411625660416,phuc_long,uống xong cầu trúng. số có hog 😂😂,2,2022-01-24 09:46:06,TikTok,uống xong cầu trúng. số có hog,uống xong cầu trúng . số có hog,uống cầu trúng . số hog,0,NEU,0.85,Khác/Chung,
7381816716135230464,highlands,ún vị đầu lạ mà càng ún càng ghiền bây ơi =)),0,2024-06-18 19:19:24,TikTok,uống vị đầu lạ mà càng uống càng ghiền bây ơi,uống vị đầu lạ mà càng uống càng ghiền bây ơi,uống vị đầu lạ càng uống càng ghiền bây,0,POS,0.9,Hương vị/Chất lượng đồ uống,
7475408789999460352,highlands,mới uống phindi matcha dâu mà nó lạ lắm:))))))),0,2025-02-26 00:24:08,TikTok,mới uống phindi matcha dâu mà nó lạ lắm,mới uống phindi matcha_dâu mà nó lạ lắm,uống phindi matcha_dâu lạ,0,NEG,0.9,Khác/Chung,
9995f8d48bbfceb1c77a,katinat,Ngọc DiễmĐỗ Hòai Đạtt chưa kịp uống,0,2026-04-15 04:00:43,Facebook,ngọc diễmđỗ hòai đạtt chưa kịp uống,ngọc diễmđỗ hoài_đạtt chưa kịp uống,ngọc diễmđỗ hoài_đạtt kịp uống,0,NEU,0.85,Khác/Chung,
7265276594083460096,highlands,Uống ngon nha thon lắm nên thử ạh,0,2023-08-09 18:04:02,TikTok,uống ngon nha thon lắm nên thử ạh,uống ngon_nha thon lắm nên thử ạh,uống ngon_nha thon ạh,0,POS,0.9,Khác/Chung,
7621557210427219968,katinat,@Thuyhang86 êh bữa nào thử đi,0,2026-03-26 20:34:46,TikTok,êh bữa nào thử đi,êh bữa nào thử đi,êh bữa,0,NEU,0.85,Khác/Chung,
7217720006346470400,highlands,Vậy là mình bỏ 70k để uống siro dở ẹc à,7,2023-04-03 14:20:20,TikTok,vậy là mình bỏ 70k để uống siro dở ẹc à,vậy là mình bỏ 70 k để uống siro dở_ẹc à,bỏ 70 k uống siro dở_ẹc à,0,NEG,0.9,Giá cả/Khuyến mãi,
7621506206222449664,katinat,"Nhìn ngon dị,",0,2026-03-26 17:16:49,TikTok,"nhìn ngon dị,","nhìn ngon_dị ,","ngon_dị ,",0,POS,0.9,Khác/Chung,
67025a44f284a075c265,phuc_long,STAR Perfume BMTNgonnnn nha,0,2026-03-19 06:49:16,Facebook,star perfume bmtngon nha,star perfume bmtngon nha,star perfume bmtngon,0,POS,0.9,Khác/Chung,
bb4971c75a0601b0f792,katinat,Thanh ThủyCơ sở nào thì có cốc này bạnv,0,2026-04-18 03:00:15,Facebook,thanh thủycơ sở nào thì có cốc này bạnv,thanh thủycơ sở nào thì có cốc này bạnv,thanh thủycơ sở cốc bạnv,0,NEU,0.9,Dịch vụ/Cửa hàng,
927b6b0842632dbf41a7,phuc_long,Ngô Thuỷtối ni uống không nè,0,2026-03-11 11:01:19,Facebook,ngô thuỷtối ni uống không nè,ngô thuỷtối ni uống không nè,ngô thuỷtối ni uống nè,0,NEU,0.85,Khác/Chung,
-877385726565356032,katinat,Okela đi thoi Ung Mỹ Quyên,0,2026-05-09 10:01:27,Facebook,ok đi thoi ung mỹ quyên,ok đi thoi ung_mỹ quyên,ok thoi ung_mỹ quyên,0,NEU,0.85,Giá cả/Khuyến mãi,
7361837118761549824,highlands,Bên đây nước uống nào cũng ok .🥰,0,2024-04-25 23:08:03,TikTok,bên đây nước uống nào cũng ok .,bên đây nước uống nào cũng ok .,bên đây uống ok .,0,NEU,0.85,Giá cả/Khuyến mãi,
