comment_id,brand,comment_text,like_count,create_time,platform,user_name,text_length,clean_text,clean_text_length,tokenized_text,token_count,sentiment_label,sentiment_score,source,topic_id
7617682330072941319,phuc_long,"Mấy cái pro ngon thì chạy có 1 thgian ngắn rồi bỏ . Ví dụ :trà táo, trà xoài.... còn món dở ẹt để quài : trà bưởi.",5,2026-03-16 09:58:10,TikTok,ciciruan21_,114,mấy cái pro ngon thì chạy có thgian ngắn rồi bỏ ví dụ trà táo trà xoài còn món dở ẹt để quài trà bưởi,101,mấy cái pro ngon thì chạy có thgian ngắn rồi bỏ ví_dụ trà táo trà xoài còn món dở_ẹt để quài trà bưởi,23,Neutral,1.0,manual,1
7623944914435736340,phuc_long,Chưa thấy món nào của PL ngon,2,2026-04-02 07:00:42,TikTok,lypsaigon.vn,29,chưa thấy món nào của phúc_long ngon,36,chưa thấy món nào của phúc_long ngon,7,Positive,1.0,manual,1
7615976861529817863,phuc_long,có cần dịu keo vậy hong bè Long😘🌷,0,2026-03-11 19:40:06,TikTok,26thang3_tt,33,có cần dịu keo vậy hong bè long,31,có cần dịu keo vậy hong bè long,8,Neutral,1.0,manual,3
7633038496722617108,phuc_long,ta về đun nước pha trà là đây chứ đâu,0,2026-04-26 19:07:59,TikTok,taitorangho,37,ta về đun nước pha trà là đây chứ đâu,37,ta về đun nước pha trà là đây chứ đâu,10,Neutral,1.0,manual,2
7636363634340365064,phuc_long,Nhìn hấp dẫn,0,2026-05-05 18:11:12,TikTok,1k.follow.th.i.tn864,12,nhìn hấp dẫn,12,nhìn hấp_dẫn,2,Positive,1.0,manual,1
7625103153507582740,phuc_long,Ủa thấy bưởi ngon mà ta 😂,0,2026-04-05 09:54:49,TikTok,ly_heo193,25,ủa thấy bưởi ngon mà ta,23,ủa thấy bưởi ngon mà ta,6,Neutral,1.0,manual,1
7629221392387851028,phuc_long,Ngon,0,2026-04-16 12:15:50,TikTok,van.nguyen364,4,ngon,4,ngon,1,Positive,1.0,manual,1
7627771483880243988,phuc_long,Chủ nhật gặp mặt tại Phúc Long nhé cả nhà ❤️❤️❤️,1,2026-04-12 14:29:17,TikTok,tuantrungphan79,48,chủ nhật gặp mặt tại phúc_long nhé cả nhà,41,chủ_nhật gặp_mặt tại phúc_long nhé cả nhà,7,Neutral,1.0,manual,3
7631914531669852936,phuc_long,chiều tụt năng lượng là nhớ mấy món này,1,2026-04-23 18:26:26,TikTok,svitfpt,39,chiều tụt năng lượng là nhớ mấy món này,39,chiều tụt năng_lượng là nhớ mấy món này,8,Neutral,1.0,manual,3
7631916127795741448,phuc_long,có bán set bánh riêng ko hay phải kèm nước shop ơi,1,2026-04-23 18:32:37,TikTok,xunvit187,50,có bán set bánh riêng không hay phải kèm nước shop ơi,53,có bán set bánh riêng không hay phải kèm nước shop ơi,12,Neutral,1.0,manual,3
7631914481631200008,phuc_long,ăn bánh trừ cơm được khum,1,2026-04-23 18:26:15,TikTok,.lv_xx,25,ăn bánh trừ cơm được khum,25,ăn bánh_trừ cơm được khum,5,Neutral,1.0,manual,3
7631942007371858706,phuc_long,Nhìn thèm thế,1,2026-04-23 20:13:00,TikTok,tthanh23042005,13,nhìn thèm thế,13,nhìn thèm thế,3,Positive,1.0,manual,1
7634169890371076871,phuc_long,định tiết kiệm mà thôi để mai tính,1,2026-04-29 20:18:23,TikTok,nolefptct,34,định tiết kiệm mà thôi để mai tính,34,định tiết_kiệm mà thôi để mai_tính,6,Neutral,1.0,manual,3
7634171607325688597,phuc_long,mỗi lần lướt trúng mấy clip này là tốn tiền,1,2026-04-29 20:25:04,TikTok,ky0_h31m,43,mỗi lần lướt trúng mấy clip này là tốn tiền,43,mỗi lần lướt trúng mấy clip này là tốn tiền,10,Negative,1.0,manual,3
7635930158990721800,phuc_long,nhìn mà đói bụng luôn,0,2026-05-04 14:09:09,TikTok,80eternal_sunshine08,21,nhìn mà đói bụng luôn,21,nhìn mà đói bụng luôn,5,Neutral,1.0,manual,1
7635928953060492053,phuc_long,Cả team mình đều nghiện món sữa chua xoài này luôn á.,0,2026-05-04 14:04:32,TikTok,vvaleeiu,53,cả team mình đều nghiện món sữa chua xoài này luôn á,52,cả team mình đều nghiện món sữa chua_xoài này luôn á,11,Negative,1.0,manual,3
7632212299927438088,phuc_long,Có bánh khác k,1,2026-04-24 13:41:56,TikTok,chuatedianguc_102,14,có bánh khác không,18,có bánh khác không,4,Neutral,1.0,manual,0
7634114659381019410,phuc_long,mai t check in liềnnnn,1,2026-04-29 16:43:59,TikTok,aloneforever23456,22,mai t check in liềnnnn,22,mai t check in liềnnnn,5,Neutral,1.0,manual,3
7635928568031937298,phuc_long,cứ tới giờ này là bụng tự báo động,0,2026-05-04 14:02:59,TikTok,angelneymar04,34,cứ tới giờ này là bụng tự báo động,34,cứ tới giờ này là bụng tự báo_động,8,Neutral,1.0,manual,3
7635929591965778695,phuc_long,croissant ở đây ăn ngon hơn mấy chỗ khác,0,2026-05-04 14:06:53,TikTok,rayderlol,44,croissant ơ đây ăn ngon hơn mâ y chô kha c,42,croissant ơ đây ăn ngon hơn mâ y_chô kha_c,9,Neutral,1.0,manual,1
7635929396822082320,phuc_long,xoài đác thơm là món tui order nhiều nhất,0,2026-05-04 14:06:32,TikTok,kw_.yare,41,xoài đác thơm là món tui order nhiều nhất,41,xoài đác thơm là món tui order nhiều nhất,9,Positive,1.0,manual,3
7635929015572415233,phuc_long,Giá lẻ sao ạ,0,2026-05-04 14:05:05,TikTok,juanita_s1ar,12,giá lẻ sao ạ,12,giá lẻ sao ạ,4,Neutral,1.0,manual,3
7635928971880678160,phuc_long,"Bánh ở đây ăn ổn, mỗi tội đợi hơi lâu vào mấy giờ cao điểm",0,2026-05-04 14:04:32,TikTok,ydark.777,58,bánh ở đây ăn ổn mỗi tội đợi hơi lâu vào mấy giờ cao điểm,57,bánh ở đây ăn_ổn mỗi tội đợi hơi lâu vào mấy giờ cao_điểm,13,Positive,1.0,manual,3
7635929110640902928,phuc_long,xin menu giá bánh ạ,0,2026-05-04 14:05:42,TikTok,ayis647,19,xin menu giá bánh ạ,19,xin menu giá bánh ạ,5,Neutral,1.0,manual,3
7635929055536055058,phuc_long,Bánh ở đây đúng vị mình thích,0,2026-05-04 14:04:51,TikTok,sami1711,29,bánh ở đây đúng vị mình thích,29,bánh ở đây đúng vị mình thích,7,Positive,1.0,manual,2
7635929672068891413,phuc_long,đác thơm hôm nay ăn cảm giác hơi ngọt so với mọi khi,0,2026-05-04 14:07:18,TikTok,imarix_fer,52,đác thơm hôm nay ăn cảm giác hơi ngọt so với mọi khi,52,đác thơm hôm_nay ăn cảm_giác hơi ngọt so với mọi_khi,10,Positive,1.0,manual,1
7635929126260491028,phuc_long,Mê cái vị thanh của sữa chua xoài này ghê,0,2026-05-04 14:05:18,TikTok,geraldgt7,41,mê cái vị thanh của sữa chua xoài này ghê,41,mê cái vị thanh của sữa chua_xoài này ghê,9,Positive,1.0,manual,2
7635929333412922120,phuc_long,ngày nào cũng nói giảm cân mà vẫn ăn đều,0,2026-05-04 14:05:55,TikTok,lessly_jg,40,ngày nào cũng nói giảm cân mà vẫn ăn đều,40,ngày nào cũng nói giảm cân mà vẫn ăn đều,10,Neutral,1.0,manual,3
7635929872481354504,phuc_long,nhìn phát thèm luôn á,0,2026-05-04 14:07:58,TikTok,yeyzzy_chris,21,nhìn phát thèm luôn á,21,nhìn phát_thèm luôn á,4,Positive,1.0,manual,1
7635929824100188949,phuc_long,mai phải qua thử ngay mới được,0,2026-05-04 14:07:58,TikTok,v_ale39,30,mai phải qua thử ngay mới được,30,mai phải qua thử ngay mới được,7,Neutral,1.0,manual,3
7635929782539502344,phuc_long,nhìn hình thôi mà chảy nước miếng,0,2026-05-04 14:07:45,TikTok,stephanie_0283,33,nhìn hình thôi mà chảy nước miếng,33,nhìn hình thôi mà chảy nước miếng,7,Neutral,1.0,manual,1
7635929736222606098,phuc_long,"mệt, cần đồ ngọt gấp gấp",0,2026-05-04 14:07:31,TikTok,yandel___2,24,mệt cần đồ ngọt gấp gấp,23,mệt cần đồ ngọt gấp gấp,6,Neutral,1.0,manual,3
7635929634451227412,phuc_long,cuối tuần ghé ăn thử,0,2026-05-04 14:07:18,TikTok,mantaraya_2,20,cuối tuần ghé ăn thử,20,cuối tuần ghé ăn thử,5,Neutral,1.0,manual,3
7635929531787182868,phuc_long,"vừa làm ly xong, bao no đến tối",0,2026-05-04 14:06:54,TikTok,diego_s243,31,vừa làm ly xong bao no đến tối,30,vừa làm ly xong bao_no đến tối,7,Neutral,1.0,manual,3
7635929515604329233,phuc_long,món xoài này ăn bao dính 🥭,0,2026-05-04 14:06:45,TikTok,gretel_lv_,26,món xoài này ăn bao dính,24,món xoài này ăn_bao dính,5,Neutral,1.0,manual,3
7635929542960399121,phuc_long,quán đông nhưng nv làm món cũng lẹ,0,2026-05-04 14:06:44,TikTok,reni.ma0_0,34,quán đông nhưng nv làm món cũng lẹ,34,quán đông nhưng nv làm món cũng lẹ,8,Positive,1.0,manual,3
7635929454472135431,phuc_long,"red velvet ở đây ăn ko bị bở, ưng nha",0,2026-05-04 14:06:20,TikTok,yoyis.florecita,37,red velvet ở đây ăn không bị bở ưng nha,39,red velvet ở đây ăn_không bị bở ưng nha,9,Neutral,1.0,manual,3
7635929026540995329,phuc_long,Bánh ở đây làm mới mỗi ngày hả shop?,0,2026-05-04 14:05:04,TikTok,jeisonbueno_,36,bánh ở đây làm mới mỗi ngày hả shop,35,bánh ở đây làm mới mỗi ngày hả shop,9,Neutral,1.0,manual,3
7635929078155789057,phuc_long,"Xoài đác thơm uống bao mát, ghiền thật.",0,2026-05-04 14:05:17,TikTok,andy04252,39,xoài đác thơm uống bao mát ghiền thật,37,xoài đác thơm uống bao mát_ghiền thật,7,Positive,1.0,manual,2
7638608095271355143,phuc_long,trời nóng mà thấy mấy ly này là chịu không nổi,0,2026-05-11 19:20:53,TikTok,17_santi_0,46,trời nóng mà thấy mấy ly này là chịu không nổi,46,trời nóng mà thấy mấy ly này là chịu không nổi,11,Neutral,1.0,manual,0
7638608437044396808,phuc_long,"thử ngay đi mn, k hối hận đâu",0,2026-05-11 19:22:15,TikTok,alaaan_.0,29,thử ngay đi mn không hối hận đâu,32,thử ngay đi mn không hối_hận đâu,7,Neutral,1.0,manual,0
7638608475232568072,phuc_long,thèm trà sữa mà k muốn béo thì sữa chua xoài đác thơm là đúng bài,0,2026-05-11 19:22:15,TikTok,samy_3011,65,thèm trà_sữa mà không muốn béo thì sữa chua xoài đác thơm là đúng bài,69,thèm trà_sữa mà không muốn béo thì sữa chua xoài_đác thơm là đúng bài,14,Neutral,1.0,manual,0
7638604961068942098,phuc_long,tnhien thấy là thèm Phúc Long lại luon,0,2026-05-11 19:08:44,TikTok,whos_rurx,38,tnhien thấy là thèm phúc_long lại luon,38,tnhien thấy là thèm phúc_long lại luon,7,Positive,1.0,manual,1
7638604739538567953,phuc_long,sáng làm ly ô long là tỉnh người,0,2026-05-11 19:07:51,TikTok,arepitaconpollo,32,sáng làm ly ô long là tỉnh người,32,sáng làm ly_ô long là tỉnh người,7,Neutral,1.0,manual,3
7636023902586995474,phuc_long,phải thử món này mới đc,0,2026-05-04 20:12:53,TikTok,lucastalucasta,23,phải thử món này mới được,25,phải thử món này mới được,6,Neutral,1.0,manual,3
7635968081907598096,phuc_long,Ngày nào cũng uống tốn tiền quá Phúc Long ơi,0,2026-05-04 16:36:19,TikTok,ctv1_6,44,ngày nào cũng uống tốn tiền quá phúc_long ơi,44,ngày nào cũng uống tốn tiền quá phúc_long ơi,9,Negative,1.0,manual,2
7635966418656133904,phuc_long,Vừa uống hôm qua xong,0,2026-05-04 16:29:50,TikTok,ctv1_3,21,vừa uống hôm qua xong,21,vừa uống hôm_qua xong,4,Neutral,1.0,manual,2
7635951029562409735,phuc_long,thèm quá trời ơi,0,2026-05-04 15:30:16,TikTok,meucte011_,16,thèm quá trời ơi,16,thèm quá trời ơi,4,Positive,1.0,manual,3
7635932091004486418,phuc_long,"mn thich tra dam thi cu o long lai ma goi nhe, ko hoi han dau",0,2026-05-04 14:16:38,TikTok,amoabangchan_673,61,mn thich tra dam thi cu o long lai ma goi nhe không hoi han dau,63,mn thich_tra dam thi cu o long lai_ma goi_nhe không_hoi han dau,12,Neutral,1.0,manual,3
7635925508978819848,phuc_long,có thể là ún quanh năm suốt tháng k chán lun,0,2026-05-04 13:51:00,TikTok,lollllquemalll2,44,có thể là ún quanh năm suốt tháng không chán lun,48,có_thể là ún quanh_năm_suốt_tháng không chán lun,7,Neutral,1.0,manual,0
7635924834946319125,phuc_long,tui thì vẫn mê trà vải hơn mấy món này 😭,0,2026-05-04 13:48:37,TikTok,jazzitz4,40,tui thì vẫn mê trà vải hơn mấy món này,38,tui thì vẫn mê trà vải hơn mấy món này,10,Neutral,1.0,manual,3
7635999889000710932,phuc_long,t thích trà vải lài hơn,0,2026-05-04 18:39:48,TikTok,mhoangnhoem3,23,t thích trà vải lài hơn,23,t thích trà vải lài hơn,6,Neutral,1.0,manual,2
7638194746931086088,phuc_long,Bánh mì nhìn hấp dẫn ghê,0,2026-05-10 16:36:57,TikTok,ander___aa,24,bánh mì nhìn hấp dẫn ghê,24,bánh_mì nhìn hấp_dẫn ghê,4,Positive,1.0,manual,1
7637466910595531538,phuc_long,Áp dụng mang đi hay ăn tại quán vậy,0,2026-05-08 17:32:34,TikTok,valentinakhvrc,35,áp dụng mang đi hay ăn tại quán vậy,35,áp_dụng mang đi hay ăn tại quán vậy,8,Neutral,1.0,manual,3
7631913893413962514,phuc_long,"ngon, bổ, rẻ",0,2026-04-23 18:23:55,TikTok,.lv_xx,12,ngon bổ rẻ,10,ngon bổ rẻ,3,Positive,1.0,manual,1
7637455249381425928,phuc_long,Bánh mì vậy là quá ok cho buổi sáng rồi,0,2026-05-08 16:47:19,TikTok,sara.sabogal093,39,bánh mì vậy là quá tốt cho buổi sáng rồi,40,bánh_mì vậy là quá tốt cho buổi sáng rồi,9,Positive,1.0,manual,3
7637455071017976584,phuc_long,Sáng nào cũng phải cúng tiền cho Phúc Long mới chịu,0,2026-05-08 16:46:30,TikTok,valenntinnaa_0,51,sáng nào cũng phải cúng tiền cho phúc_long mới chịu,51,sáng nào cũng phải cúng tiền cho phúc_long mới chịu,10,Neutral,1.0,manual,3
7637454849936130834,phuc_long,Ăn xong tỉnh táo làm việc hẳn,0,2026-05-08 16:45:38,TikTok,fande_bachira2,29,ăn xong tỉnh táo làm việc hẳn,29,ăn xong tỉnh_táo làm_việc hẳn,5,Neutral,1.0,manual,3
7637372218364953352,phuc_long,"bánh mì đầy đặn, ăn xong là no tới tận trưa",0,2026-05-08 11:25:02,TikTok,nxstramger,43,bánh mì đầy đặn ăn xong là no tới tận trưa,42,bánh_mì đầy_đặn ăn xong là no tới tận trưa,9,Positive,1.0,manual,3
7637451019106288402,phuc_long,Áp dụng tới khi nào v sốp,0,2026-05-08 16:30:45,TikTok,clansmokingrx,25,áp dụng tới khi nào v sốp,25,áp_dụng tới khi nào v sốp,6,Neutral,1.0,manual,3
7637372002521547527,phuc_long,Bánh mì có pate k ta,0,2026-05-08 11:24:11,TikTok,snoopy_ren,20,bánh mì có pate không ta,24,bánh_mì có pate không ta,5,Neutral,1.0,manual,0
7631916015606186770,phuc_long,Crosisant có nhân hong PL,1,2026-04-23 18:32:09,TikTok,xunvit187,25,crosisant có nhân hong phúc_long,32,crosisant có nhân_hong phúc_long,4,Neutral,1.0,manual,3
7631665238518055698,phuc_long,trước 10h là tính theo giờ thanh toán đúng không,1,2026-04-23 02:19:11,TikTok,svitfpt,48,trước h là tính theo giờ thanh toán đúng không,46,trước h là tính theo giờ thanh_toán đúng không,9,Neutral,1.0,manual,0
7627331986177409810,phuc_long,không biết Phúc Long có tính mở ở Tây Ninh ko nhể 🤣,1,2026-04-11 10:03:50,TikTok,mynh.nhwt_,51,không biết phúc_long có tính mở ở tây ninh không nhể,52,không biết phúc_long có tính mở ở tây_ninh không nhể,10,Neutral,1.0,manual,0
7635929855637701383,phuc_long,Ăn là ghiền,0,2026-05-04 14:08:03,TikTok,kev1n_santiago0,11,ăn là ghiền,11,ăn là ghiền,3,Positive,1.0,manual,3
7635929722405012231,phuc_long,Phúc Long mở bán thêm bánh mì hợp lý quá trời,0,2026-05-04 14:07:28,TikTok,sofi._zzx1,45,phúc_long mở bán thêm bánh mì hợp lý quá trời,45,phúc_long mở bán thêm bánh_mì hợp_lý quá trời,8,Neutral,1.0,manual,3
7635929632256394005,phuc_long,Đang đói mà làm ổ này là tỉnh,0,2026-05-04 14:07:06,TikTok,alex.cruz4863,29,đang đói mà làm ổ này là tỉnh,29,đang đói mà làm ổ này là tỉnh,8,Neutral,1.0,manual,3
7635929423062500114,phuc_long,Pate hơi mặn so với khẩu vị tui,0,2026-05-04 14:06:21,TikTok,samuel_arbol,31,pate hơi mặn so với khẩu vị tui,31,pate hơi mặn so với khẩu_vị tui,7,Negative,1.0,manual,1
7635929178143343381,phuc_long,Pate hơi mặn tí nhưng ngon,0,2026-05-04 14:05:30,TikTok,juancamiloalfonso76,26,pate hơi mặn tí nhưng ngon,26,pate hơi mặn_tí nhưng ngon,5,Positive,1.0,manual,1
7635927937955349268,phuc_long,Sáng ghé mà hết mất tiêu,0,2026-05-04 14:00:30,TikTok,monc.wav_,24,sáng ghé mà hết mất tiêu,24,sáng ghé mà hết mất tiêu,6,Neutral,1.0,manual,3
7635926971809186561,phuc_long,Đang đói mà nhìn cái này thèm quá,0,2026-05-04 13:56:43,TikTok,camilamateus897,33,đang đói mà nhìn cái này thèm quá,33,đang đói mà nhìn cái này thèm quá,8,Positive,1.0,manual,1
7635929622132310785,phuc_long,croissant ở đây tui quay lại mấy lần rồi,0,2026-05-04 14:07:05,TikTok,leslyegu0,40,croissant ở đây tui quay lại mấy lần rồi,40,croissant ở đây tui quay lại mấy lần rồi,9,Neutral,1.0,manual,3
7635929293495534356,phuc_long,"đang giảm cân mà còn thấy, thèm qá PL",0,2026-05-04 14:05:55,TikTok,cristiandavidlara18,37,đang giảm cân mà còn thấy thèm qá phúc_long,43,đang giảm cân mà_còn thấy thèm qá phúc_long,8,Neutral,1.0,manual,3
7635929206324921108,phuc_long,Bánh mì giòn rụm nha,0,2026-05-04 14:05:30,TikTok,bin_1n0,20,bánh mì giòn rụm nha,20,bánh_mì giòn_rụm nha,3,Neutral,1.0,manual,1
7635926748181545746,phuc_long,mua mang đi có được không hay phải ăn tại chỗ mới áp dụng,0,2026-05-04 13:55:50,TikTok,jhonnzx_6,57,mua mang đi có được không hay phải ăn tại chỗ mới áp dụng,57,mua mang đi có được không hay phải ăn tại_chỗ mới áp_dụng,12,Neutral,1.0,manual,3
7635923959620043540,phuc_long,hợp mấy hôm vội,0,2026-05-04 13:45:11,TikTok,karma_annmt,15,hợp mấy hôm vội,15,hợp mấy hôm vội,4,Neutral,1.0,manual,3
7635929431340532501,phuc_long,"Nhìn hình thì ngon, mà ko biết vị thật thế nào",0,2026-05-04 14:06:19,TikTok,surigames320,46,nhìn hình thì ngon mà không biết vị thật thế nào,48,nhìn hình thì ngon mà không biết vị thật thế_nào,10,Neutral,1.0,manual,1
7635928781547848456,phuc_long,mua lẻ giá sao v?,0,2026-05-04 14:03:54,TikTok,baaatmaaannn,17,mua lẻ giá sao v,16,mua lẻ giá sao v,5,Neutral,1.0,manual,3
7635929459347063573,phuc_long,Có áp dụng cuối tuần k vậy,0,2026-05-04 14:06:32,TikTok,cubillos18_,26,có áp dụng cuối tuần không vậy,30,có áp_dụng cuối tuần không vậy,6,Neutral,1.0,manual,0
7635928868083516180,phuc_long,"bán thêm buổi trưa đi Phúc Long ơi, sáng mua k kịp",0,2026-05-04 14:04:07,TikTok,heladosisa,50,bán thêm buổi trưa đi phúc_long ơi sáng mua không kịp,53,bán thêm buổi trưa đi phúc_long ơi sáng mua không kịp,11,Neutral,1.0,manual,3
7635928804791747335,phuc_long,có ship app k?,0,2026-05-04 14:03:54,TikTok,bestiesita270,14,có ship app k,13,có ship app k,4,Neutral,1.0,manual,0
7635928749410550544,phuc_long,sáng mai phải đi sớm mới đc,0,2026-05-04 14:03:41,TikTok,696.yalxx,27,sáng mai phải đi sớm mới được,29,sáng_mai phải đi sớm mới được,6,Neutral,1.0,manual,3
7635924619320427271,phuc_long,chưa thử bánh mì mà nước ngon kk,0,2026-05-04 13:47:32,TikTok,nezquik._1,32,chưa thử bánh mì mà nước ngon kk,32,chưa thử bánh_mì mà nước ngon kk,7,Positive,1.0,manual,1
7632217077595652871,phuc_long,biết mai ăn gì rồi đó,0,2026-04-24 14:00:26,TikTok,hoangtuxaco_,21,biết mai ăn gì rồi đó,21,biết mai_ăn gì rồi đó,5,Neutral,1.0,manual,0
7632212035551871762,phuc_long,"Nhìn hình thèm quá, mai đi test",0,2026-04-24 13:40:54,TikTok,chuatedianguc_102,31,nhìn hình thèm quá mai đi test,30,nhìn hình_thèm quá mai đi test,6,Positive,1.0,manual,1
7614510228919616272,phuc_long,đà lạt k thấy z,0,2026-03-07 20:48:47,TikTok,linlindin,15,đà lạt không thấy vậy,21,đà lạt không thấy vậy,5,Neutral,1.0,manual,0
7614498838507193096,phuc_long,không có trên app nhơt,0,2026-03-07 20:04:39,TikTok,trucly.1747,22,không có trên app nhơt,22,không có trên app nhơt,5,Neutral,1.0,manual,0
7615445760536871701,phuc_long,Có ai pass ly hong ạ,0,2026-03-10 09:19:15,TikTok,xuanmy2617,20,có ai pass ly hong ạ,20,có ai pass ly_hong ạ,5,Neutral,1.0,manual,3
7614443145070674705,phuc_long,Uầy xinh thế,0,2026-03-07 16:28:35,TikTok,ntndung,12,uầy xinh thế,12,uầy xinh_thế,2,Positive,1.0,manual,0
7614448861003744021,phuc_long,Ly này mình có được chọn màu k ạ?,0,2026-03-07 16:50:39,TikTok,pynky5296,33,ly này mình có được chọn màu không ạ,36,ly này mình có được chọn màu không ạ,9,Neutral,1.0,manual,0
7614446436738515732,phuc_long,Mua bnhiu đc ly vậy ạh,0,2026-03-07 16:41:19,TikTok,nngoc190919,22,mua bnhiu được ly vậy ạh,24,mua bnhiu được ly vậy ạh,6,Neutral,1.0,manual,3
7614454546035475220,phuc_long,Mua như thế nào mới được bạn ơi,0,2026-03-07 17:12:46,TikTok,dantakao,31,mua như thế nào mới được bạn ơi,31,mua như_thế_nào mới được bạn ơi,6,Neutral,1.0,manual,3
